Index;PIB_USA;TC;PIB;PIB_CORR;CC;IMAE;IPC;BC;X;M;RIN;REM;DF;D_PIB;CRE;CRE_PRIV;CRE_PRIV_MN;CRE_PRIV_MX;TASA_A;TASA_P;TPM;ENCAJE;ITCER_USA;ITCER_GL;ITCER_REG;ITCER_RM;EMBI;IPC_USA;CAFE;PET;VIX;GS6M;TBILL
1/3/1990;9392.251;3.616666667;;;;;17.98254948;9.136766667;91.77386667;82.6371;;;;;;;;;;;;;;;;;;128.7;;20.39;21.9;8.28;7.9
1/6/1990;9398.499;4.133333333;;;;;19.39419735;-21.20944762;69.60045238;90.8099;;;;;;;;;;;;;;;;;;129.9;;16.7;17.09;8.05;7.73
1/9/1990;9312.937;4.2;;;;;20.6143151;-5.534809524;67.40099048;72.9358;;;;;;;;;;;;;;;;;;132.7;;33.51;17.09;7.7;7.36
1/12/1990;9269.367;5.4;;;;;23.09001915;-7.915913084;50.80498692;58.7209;;;;;;;;;;;;;;;;;;133.8;;27.28;17.09;7.03;6.74
1/3/1991;9341.642;5.3;;;;;25.21103781;15.33780566;87.33710566;71.9993;;;;;;;;;;;;;;;;;;135;;19.9;17.09;6.2;5.91
1/6/1991;9388.845;5.3;;;;;26.80712208;-2.798592854;84.25319811;87.05179097;;;;;;;;;;;;;;;;;;136;;20.19;17.09;6.02;5.57
1/9/1991;9421.565;5.3;;;;;27.46683692;-24.71183585;49.49256415;74.2044;;;;;;;;;;;;;;;;;;137.2;;21.89;17.09;5.48;5.22
1/12/1991;9534.346;5.366666667;;;;;28.02723984;-49.96308148;52.29131852;102.2544;;;;;;;;;23.2;11.9;;;;;;;;137.9;;19.5;17.09;4.26;4.07
1/3/1992;9637.732;5.4;;;;;28.45;-10.46435256;72.79194744;83.2563;;;;;;;;;22.4;12.4;;;;;;;;139.3;;18.92;17.09;4.33;4.04
1/6/1992;9732.979;5.41;;;;;28.87;-32.25712619;71.51577381;103.7729;;;;;;;;;21.7;12.3;;;;;;;;140.2;;22.39;14.43;3.9;3.66
1/9/1992;9834.51;5.543333333;;;;;29.12;-32.16237088;63.79192912;95.9543;;;;;;;;;20.9;12.1;;;;;;;;141.3;;21.88;13.4;3.04;2.91
1/12/1992;9850.973;5.815333333;;;;;29.85;-30.40070195;49.77889805;80.1796;;;;;;;;;20.7;12.8;;;;;;;;141.9;;19.41;12.8;3.47;3.22
1/3/1993;9908.347;5.843333333;;;;;30.53;-6.413355;104.948045;111.3614;;;;;;;;;20.7;11.2;;;;;;;;143.6;;20.32;13.6;3.15;2.95
1/6/1993;9955.641;6.066666667;;;;;31.85;-74.716428;62.172532;136.88896;;;;;;;;;21;11.8;;;;;;;;144.4;;19.09;13.67;3.29;3.07
1/9/1993;10091.049;6.863333333;;;;;32.98;-44.871931;67.776769;112.6487;;;;;;;;;23.2;11.4;;;;;;;;145.1;;17.5;11.48;3.15;2.95
1/12/1993;10188.954;7.106666667;;;;;33.74;-31.797261;73.867509;105.66477;;;;;;;;;23.4;11.4;;;;;;;;145.8;;14.52;13.83;3.34;3.06
1/3/1994;10327.019;7.423333333;;;;;35.6;-27.50218666;81.78761334;109.2898;;;;;;;;;23.3;11.8;;;;;;;;147.2;;14.68;15.83;3.92;3.5
1/6/1994;10387.382;8.12;;;;;38.8;-54.83979576;68.92437424;123.76417;;;;;;;;;24.6;12;;;;;;;;148;;19.06;12.72;4.72;4.14
1/9/1994;10506.372;8.863333333;;;;;40.97;-38.67700198;82.87016802;121.54717;;;;;;;;;25.7;10.9;;;;;;;;149.4;;17.45;11.86;5.24;4.62
1/12/1994;10543.644;9.233333333;;;;;43.5;-40.55017179;87.71839821;128.26857;;;;;;;;;26.1;11.1;;;;;;;;149.7;;17.16;16.69;6.5;5.6
1/3/1995;10575.1;9.14;;;;;47.62006101;-39.26867456;117.5796154;156.84829;;;;;;;;;26.1;11.8;;;121.3956088;131.3236695;123.2458368;133.2539394;;151.4;;18.54;11.65;6.17;5.73
1/6/1995;10665.06;9.183333333;;;;;50.18798326;-71.18779505;92.20556495;163.39336;;;;;;;;;26.6;11.4;;;117.9272979;129.027318;120.1920648;131.1481897;;152.5;;18.45;12.21;5.66;5.47
1/9/1995;10737.478;9.543333333;;;;;52.59275023;-49.47393546;87.84103454;137.31497;;;;;;;;;27.5;12.1;;;117.8028045;126.4197766;120.3890173;127.8480886;;153.2;;18.23;11.29;5.54;5.28
1/12/1995;10817.896;10.03333333;;;;;55.15357878;-10.65067871;98.09304129;108.74372;;;;;;;;;28.4;12.6;;;119.3039491;128.2028673;124.070156;129.17205;;153.5;;19.03;11.11;5.35;5.14
1/3/1996;10998.322;10.67333333;;;;;57.88465631;-36.09153789;116.6159621;152.7075;;;;;;;;;29.1;16.51;;;122.61622;131.2237081;125.5186;132.6872192;;155.7;;21.33;16.72;5.16;4.96
1/6/1996;11096.976;11.23;;;;;61.82875789;-47.7328097;112.0169903;159.7498;;;;;;;;;30.1;15.7;;;121.4672962;129.9760645;126.1473351;130.9493884;;156.7;;20.42;16.72;5.46;5.09
1/9/1996;11212.205;12.23;;;;;66.12045116;-70.34196812;93.05813188;163.4001;;;;;;;;;30.74;15.53;;;123.9621382;133.1739733;130.1383198;133.9424042;;157.8;;23.97;16.72;5.45;5.09
1/12/1996;11284.587;12.65;;;;;69.17783926;-18.79119934;110.7115007;129.5027;;;;;;;;;29.54;17.17;;;122.5358919;131.4621074;130.0540813;131.8158079;;158.6;;25.23;16.72;5.24;4.91
1/3/1997;11472.137;12.81666667;;;;;72.84528623;-6.2;150.5;156.7;;;;;;;;;31.79;19.01;;;117.485791;123.5729867;125.4541966;123.0921419;;160;;20.97;16.72;5.48;5.14
1/6/1997;11615.636;12.96;;;;;75.15074129;-64.7;110.5;175.2;;;;;;;;;33.18;21.89;;;116.5929023;123.1979598;125.0528807;122.7237854;;160.3;;19.26;16.72;5.34;4.93
1/9/1997;11715.393;13.08333333;;;;;77.38525928;-102.9;97.6;200.5;;;;;;;;;32.64;20.68;;;114.036194;119.3492485;120.5592396;119.03899;;161.2;;19.8;16.72;5.3;4.95
1/12/1997;11832.486;13.09333333;;;;;77.9456622;-96.6;120.6;217.2;;;;;;;;;32.12;19.25;;;113.3730902;118.3402357;119.9113715;117.938161;;161.3;;18.33;26.01;5.45;5.16
1/3/1998;11942.032;13.16;;;;;81.9039512;-64.9;162.7;227.6;;16.78247317;;;;;;;31.21;18.75;;;109.4069941;113.6389939;116.3023411;112.9789648;;162.2;;15.12;26.01;5.25;5.03
1/6/1998;12091.614;13.26666667;;;;;85.79839682;-102.4;130.6;233;;18.76291652;;;;;;;30;18.03;;;105.8300323;109.8171794;113.4115025;108.9314777;;163;;13.72;22.83;5.32;4.98
1/9/1998;12287;13.43333333;;;;;87.88394694;-99.85;100.95;200.8;;18.67863734;;;;;;;30.08;17.14;;;105.1781112;108.7885443;109.8178364;108.5312573;;163.6;;15.03;36.48;4.81;4.61
1/12/1998;12403.293;13.66333333;;;;;90.13974605;-185.85;96.45;282.3;;27.16782793;;;;;;;30.61;19.96;;;104.5590416;109.6251785;110.6279374;109.3744749;;163.9;;11.35;24.97;4.57;4.39
