Index;IMAE;IPC;BC;X;M;RIN;REM;DF;D_PIB;CRE;CRE_PRIV;CRE_PRIV_MN;CRE_PRIV_MX;TASA_A;TASA_P;TPM;ENCAJE;ITCER_USA;ITCER_GL;ITCER_REG;ITCER_RM;EMBI
1/5/1992;;28.85;-6.897768835;73.63983117;80.5376;;;;;;;;;21.7;12.6;;;;;;;
1/6/1992;;28.87;-32.25712619;71.51577381;103.7729;;;;;;;;;21.7;12.3;;;;;;;
1/7/1992;;29.03;-31.24682882;67.08817118;98.335;;;;;;;;;22.2;12.2;;;;;;;
1/8/1992;;29.09;-23.47009827;64.92100173;88.3911;;;;;;;;;21.2;12.2;;;;;;;
1/9/1992;;29.12;-32.16237088;63.79192912;95.9543;;;;;;;;;20.9;12.1;;;;;;;
1/10/1992;;29.24;-28.42848653;57.47461347;85.9031;;;;;;;;;21;12.1;;;;;;;
1/11/1992;;29.58;-19.81336538;59.28453462;79.0979;;;;;;;;;21;12.1;;;;;;;
1/12/1992;;29.85;-30.40070195;49.77889805;80.1796;;;;;;;;;20.7;12.8;;;;;;;
1/1/1993;;30.01;-21.916349;68.967451;90.8838;;;;;;;;;20.7;11.8;;;;;;;
1/2/1993;;30.3;-2.681634;89.297666;91.9793;;;;;;;;;20.7;11.6;;;;;;;
1/3/1993;;30.53;-6.413355;104.948045;111.3614;;;;;;;;;20.7;11.2;;;;;;;
1/4/1993;;31.12;-17.093024;74.227046;91.32007;;;;;;;;;20.7;11.8;;;;;;;
1/5/1993;;31.39;-41.129876;76.703784;117.83366;;;;;;;;;21.1;11.8;;;;;;;
1/6/1993;;31.85;-74.716428;62.172532;136.88896;;;;;;;;;21;11.8;;;;;;;
1/7/1993;;32.81;-47.410765;60.480935;107.8917;;;;;;;;;23.2;11.8;;;;;;;
1/8/1993;;33.17;-44.927261;65.706639;110.6339;;;;;;;;;23.2;11.8;;;;;;;
1/9/1993;;32.98;-44.871931;67.776769;112.6487;;;;;;;;;23.2;11.4;;;;;;;
1/10/1993;;33.21;-48.045247;59.088523;107.13377;;;;;;;;;23.4;11.4;;;;;;;
1/11/1993;;33.53;-47.761003;58.563267;106.32427;;;;;;;;;23.4;11.4;;;;;;;
1/12/1993;;33.74;-31.797261;73.867509;105.66477;;;;;;;;;23.4;11.4;;;;;;;
1/1/1994;;34.21;-36.16441587;73.17980413;109.34422;;;;;;;;;23.33;11.75;;;;;;;
1/2/1994;;35.25;-36.43202968;83.88666032;120.31869;;;;;;;;;23.02;11.61;;;;;;;
1/3/1994;;35.6;-27.50218666;81.78761334;109.2898;;;;;;;;;23.3;11.8;;;;;;;
1/4/1994;;36.59;-13.74790974;95.42895026;109.17686;;;;;;;;;23.4;11.5;;;;;;;
1/5/1994;;38.03;-61.59120325;86.31685675;147.90806;;;;;;;;;23.3;12;;;;;;;
1/6/1994;;38.8;-54.83979576;68.92437424;123.76417;;;;;;;;;24.6;12;;;;;;;
1/7/1994;;39.86;-44.8423293;88.4716007;133.31393;;;;;;;;;25.5;11.7;;;;;;;
1/8/1994;;40.7;-36.50876854;85.21767146;121.72644;;;;;;;;;25.6;13.4;;;;;;;
1/9/1994;;40.97;-38.67700198;82.87016802;121.54717;;;;;;;;;25.7;10.9;;;;;;;
1/10/1994;;41.68;-52.92817952;63.98588048;116.91406;;;;;;;;;26.2;11;;;;;;;
1/11/1994;;42.97;-50.98435791;67.71202209;118.69638;;;;;;;;;26;9.8;;;;;;;
1/12/1994;;43.5;-40.55017179;87.71839821;128.26857;;;;;;;;;26.1;11.1;;;;;;;
1/1/1995;;44.74710931;-13.92446464;96.39613536;110.3206;;;;;;;;;26.2;11.3;;;129.3748616;138.6148717;131.3401576;140.3431006;
1/2/1995;;46.96034617;-2.100671568;121.7083284;123.809;;;;;;;;;26.2;11.6;;;122.0225428;131.1635373;123.7726652;132.9237508;
1/3/1995;;47.62006101;-39.26867456;117.5796154;156.84829;;;;;;;;;26.1;11.8;;;121.3956088;131.3236695;123.2458368;133.2539394;
1/4/1995;;48.84017876;8.980404863;125.1697049;116.1893;;;;;;;;;26.1;11.8;;;118.6237474;129.5088249;119.919768;131.8190621;
1/5/1995;;49.72689225;-58.3525349;117.2050251;175.55756;;;;;;;;;26.3;11.5;;;117.1225989;127.9103596;118.782052;130.1057284;
1/6/1995;;50.18798326;-71.18779505;92.20556495;163.39336;;;;;;;;;26.6;11.4;;;117.9272979;129.027318;120.1920648;131.1481897;
1/7/1995;;50.86188551;-49.72017996;85.23578004;134.95596;;;;;;;;;26.9;11.4;;;117.9949127;129.3627655;121.2183668;131.3107742;
1/8/1995;;51.50031922;-41.93092778;100.7240822;142.65501;;;;;;;;;26.9;11.5;;;118.5761126;128.7692143;121.1838421;130.5787451;
1/9/1995;;52.59275023;-49.47393546;87.84103454;137.31497;;;;;;;;;27.5;12.1;;;117.8028045;126.4197766;120.3890173;127.8480886;
1/10/1995;;53.57168192;-36.3031603;83.9473897;120.25055;;;;;;;;;27.9;13.4;;;117.7074268;126.6139381;121.0066723;127.939046;
1/11/1995;;54.31652125;-58.57095193;94.09429807;152.66525;;;;;;;;;28.3;13.2;;;118.7378698;127.5843533;123.0965585;128.6387703;
1/12/1995;;55.15357878;-10.65067871;98.09304129;108.74372;;;;;;;;;28.4;12.6;;;119.3039491;128.2028673;124.070156;129.17205;
1/1/1996;;55.43023338;-37.47982161;108.7103784;146.1902;;;;;;;;;28.4;17.4;;;121.7343529;130.5542623;125.3970365;131.8738232;
1/2/1996;;57.00503653;-31.98578605;110.3661139;142.3519;;;;;;;;;28.6;17;;;121.2547837;129.9408899;124.3538502;131.3736672;
1/3/1996;;57.88465631;-36.09153789;116.6159621;152.7075;;;;;;;;;29.1;16.51;;;122.61622;131.2237081;125.5186;132.6872192;
1/4/1996;;59.07639923;-7.131251947;132.3782481;139.5095;;;;;;;;;29.65;16.24;;;122.2653827;130.7578444;125.631411;132.0692744;
1/5/1996;;60.31070441;-25.9181849;123.2345151;149.1527;;;;;;;;;30.24;16.57;;;121.4046811;129.906932;125.6699649;130.9862233;
1/6/1996;;61.82875789;-47.7328097;112.0169903;159.7498;;;;;;;;;30.1;15.7;;;121.4672962;129.9760645;126.1473351;130.9493884;
1/7/1996;;63.24040576;-67.24379277;113.4825072;180.7263;;;;;;;;;30.61;15.99;;;124.5898098;133.6619913;129.9487611;134.6049399;
1/8/1996;;65.01383273;-84.50219953;91.03880047;175.541;;;;;;;;;30.01;15.52;;;124.1548782;133.7389493;130.6073921;134.5319706;
1/9/1996;;66.12045116;-70.34196812;93.05813188;163.4001;;;;;;;;;30.74;15.53;;;123.9621382;133.1739733;130.1383198;133.9424042;
1/10/1996;;67.09228914;-60.29942186;98.98257814;159.282;;;;;;;;;30.16;19.36;;;123.9350701;132.8007252;130.2166287;133.4534635;
1/11/1996;;68.41881251;-36.4575;105.4042;141.8617;;;;;;;;;29.82;17.44;;;122.247225;131.3044236;128.9535668;131.8976599;
1/12/1996;;69.17783926;-18.79119934;110.7115007;129.5027;;;;;;;;;29.54;17.17;;;122.5358919;131.4621074;130.0540813;131.8158079;
1/1/1997;;70.58948712;6.4;142.2;135.8;;;;;;;;;29.11;19.98;;;121.8778966;129.2384188;129.1713404;129.2557338;
1/2/1997;;72.29907072;40.1;146.9;106.8;;;;;;;;;30.26;23.03;;;117.5235354;123.8315807;125.164172;123.4900184;
1/3/1997;;72.84528623;-6.2;150.5;156.7;;;;;;;;;31.79;19.01;;;117.485791;123.5729867;125.4541966;123.0921419;
1/4/1997;;73.2709087;-11.9;156.3;168.2;;;;;;;;;32;23.85;;;116.6750191;122.6394786;124.4255834;122.182756;
1/5/1997;;74.19309073;-44.6;127.2;171.8;;;;;;;;;32.83;23.71;;;117.7699939;124.2846869;125.7162664;123.9179255;
1/6/1997;;75.15074129;-64.7;110.5;175.2;;;;;;;;;33.18;21.89;;;116.5929023;123.1979598;125.0528807;122.7237854;
1/7/1997;;76.20061006;-103.5;94.9;198.4;;;;;;;;;32.69;22.65;;;115.2180723;121.325577;123.8459964;120.6835583;
1/8/1997;;77.14407321;-94.1;99.5;193.6;;;;;;;;;33.57;21.83;;;114.0216955;119.2982274;121.4797638;118.7416757;
1/9/1997;;77.38525928;-102.9;97.6;200.5;;;;;;;;;32.64;20.68;;;114.036194;119.3492485;120.5592396;119.03899;
1/10/1997;;77.17954175;-122.5;92.7;215.2;;;;;;;;;32.3;19.74;;;114.6238733;120.0148507;120.4949056;119.8912847;
1/11/1997;;77.77541321;-102.2;106.8;209;;;;;;;;;32.39;19.51;;;113.6753024;118.9591325;119.7586671;118.7536829;
1/12/1997;;77.9456622;-96.6;120.6;217.2;;;;;;;;;32.12;19.25;;;113.3730902;118.3402357;119.9113715;117.938161;
1/1/1998;;78.59118961;-37.6;137;174.6;;11.92890798;;;;;;;31.53;19.58;;;112.7369958;117.0942059;119.4400019;116.5116559;
1/2/1998;;80.54195928;-5.5;182.7;188.2;;12.95399166;;;;;;;31.39;18.88;;;110.6309954;115.0948337;117.7276811;114.4421384;
1/3/1998;;81.9039512;-64.9;162.7;227.6;;16.78247317;;;;;;;31.21;18.75;;;109.4069941;113.6389939;116.3023411;112.9789648;
1/4/1998;;83.32269277;-85.9;132.2;218.1;;15.00075497;;;;;;;30.63;18.48;;;107.7430235;112.0941645;115.1419388;111.3406001;
1/5/1998;;84.31581187;-46.7;186.1;232.8;;16.12455562;;;;;;;29.87;18.04;;;107.1550318;111.6626788;114.9140359;110.8597244;
1/6/1998;;85.79839682;-102.4;130.6;233;;18.76291652;;;;;;;30;18.03;;;105.8300323;109.8171794;113.4115025;108.9314777;
1/7/1998;;87.49379301;-75.05;136.55;211.6;;18.13387456;;;;;;;30.18;18.13;;;104.2967053;108.0397567;111.1927245;107.2611318;
1/8/1998;;87.62147975;-79.8;109.2;189;;18.29574224;;;;;;;29.92;17.89;;;104.6622958;107.9044268;110.6657927;107.2210091;
1/9/1998;;87.88394694;-99.85;100.95;200.8;;18.67863734;;;;;;;30.08;17.14;;;105.1781112;108.7885443;109.8178364;108.5312573;
1/10/1998;;88.37341278;-80.4;82.1;162.5;;15.93122998;;;;;;;30.18;18.5;;;105.3169664;109.8072409;109.4259596;109.9033203;
1/11/1998;;89.48712492;-137.9;76.2;214.1;;30.23908802;;;;;;;31.01;19.63;;;104.7726865;109.6130827;111.553655;109.1304735;
1/12/1998;;90.13974605;-185.85;96.45;282.3;;27.16782793;;;;;;;30.61;19.96;;;104.5590416;109.6251785;110.6279374;109.3744749;
1/1/1999;;91.68617436;-155.4917294;96;251.4917294;;20.2868086;;;;;;;30.69;19.99;;;103.7208516;108.230509;107.8982115;108.3050235;
1/2/1999;;92.47357594;-116.4004559;105.5;221.9004559;;20.85573128;;;;;;;31.13;20.59;;;103.4092344;107.2286909;107.132746;107.2501769;
1/3/1999;;92.75023055;-159.1930525;121.3;280.4930525;;27.78570492;;;;;;;30.35;20.3;;;103.8605545;107.0271053;105.5681112;107.3564077;
1/4/1999;;93.0694474;-110.4826566;97.9;208.3826566;;24.57053016;;;;;;;31.02;19.37;;;104.7798633;107.5209597;104.9661738;108.1012324;
1/5/1999;;93.80009931;-121.9380184;83.1;205.0380184;;26.8240128;;;;;;;29.96;19.35;;;104.4082909;106.824216;103.9659097;107.474646;
1/6/1999;;94.92090516;-129.0440459;93.6;222.6440459;;27.1438792;;;;;;;30.23;19.27;;;103.7612682;105.7351895;103.1318303;106.326813;
1/7/1999;;95.65155707;-139.7609541;91.7;231.4609541;;26.25102057;;;;;;;29.49;19.02;;;103.6428685;105.5899594;102.9970976;106.1791732;
1/8/1999;;96.43895864;-118.9188271;99.9;218.8188271;;28.65728563;;;;;;;29.81;18.43;;;103.4056296;105.7577573;102.0244969;106.6118669;
1/9/1999;;97.14123572;-98.09571379;93.6;191.6957138;;28.39218371;;;;;;;29.9;19.12;;;103.7278188;106.0882531;101.8791394;107.0538993;
1/10/1999;;98.02794921;-109.4444238;90.7;200.1444238;;26.30776168;;;;;;;30.03;19.29;;;103.2602425;105.9507431;102.0263627;106.8495652;
1/11/1999;;98.96431865;-115.2973338;95.8;211.0973338;;28.95064184;;;;;;;29.75;19.09;;;102.699645;105.0843383;101.70576;105.8557693;
1/12/1999;;100;-137.6327886;95.3;232.9327886;;33.97443961;;;;;;;29.46;19;;;101.9879292;104.3548759;101.3818839;105.0321387;
1/1/2000;96.0386;100.4965596;-73.39288162;130.61846;204.0113416;;20.1355;;;;;;;29.16;18.91;;;102.1367247;103.9580575;101.5706465;104.3146171;
1/2/2000;100.3128;102.014613;-112.4673229;119.09172;231.5590429;;27.3124;;;;;;;29.05;17.7;;;101.7001954;103.0766388;101.6983057;103.281345;
1/3/2000;103.672;102.9793573;-123.8314276;133.17928;257.0107076;;29.6443;;;;;;;28.75;17.28;;;101.8562025;103.0656321;101.5220388;103.2950961;
1/4/2000;91.3137;104.3;-76.64948358;117.40263;194.0521136;;26.0706;;;;;;;28.54;16.88;;;100.968676;101.9706248;100.6789054;102.162389;
1/5/2000;98.5438;105.3;-126.0694847;127.58076;253.6502447;;34.2512;;;;;;;27.29;15.97;;;100.5352548;100.8753111;100.2764427;100.9638717;
1/6/2000;98.2514;106.3;-114.7001153;134.20473;248.9048453;;26.5952;;;;;;;26.9;15.42;;;100.3834193;101.1051902;100.1518458;101.2464552;
1/7/2000;93.0855;107;-134.4002127;98.54261;232.9428227;;27.6223;;;;;;;26;15.23;;;100.2951106;100.8770275;99.63113175;101.0619549;
1/8/2000;101.5335;107.5;-149.4035298;99.83539;249.2389198;;32.3508;;;;;;;25.64;15.05;;;100.2373504;100.5190888;99.54140908;100.6639847;
1/9/2000;99.2886;107.7;-130.9458013;101.79783;232.7436313;;30.846;;;;;;;25.41;14.87;;;101.033665;100.8749934;99.79308389;101.0354293;
1/10/2000;104.8025;108.3;-139.6777096;91.6957;231.3734096;;32.2422;;;;;;;25.33;14.74;;;101.0069286;100.4849013;99.83591157;100.5809026;
1/11/2000;103.3761;109.5;-135.5934563;117.075649;252.6691053;;32.2496;;;;;;;25.25;14.65;;;100.3390914;99.85781705;99.59302491;99.89690047;
1/12/2000;109.7818;110.1;-157.2512357;109.29228;266.5435157;;36.6364;;;;;;;24.57;14.51;;;100;100;100;100;
1/1/2001;100.1418;111.1;-145.6449796;103.6819811;249.3269607;;32.0095;;;;;;;24.62;14.55;;;99.83186381;99.6983147;99.97779376;99.6383783;
1/2/2001;102.896;112.5;-116.8065518;118.0203811;234.8269328;;33.6424;;;;;;;24.31;14.51;;;99.33066667;99.10277541;99.60297776;98.99564885;
1/3/2001;108.8777;113.5;-150.1650719;116.0792368;266.2443087;;38.4599;;;;;;;24.27;14.54;;;98.99570433;98.51754307;99.53317019;98.3007193;
1/4/2001;99.0866;114.2;-134.5374391;109.8517316;244.3891707;;36.602;;;;;;;24.13;14.6;;;99.18207545;98.52276278;99.46793852;98.32089253;
1/5/2001;104.2303;115.6;-169.3055191;98.654204;267.9597231;;42.4349;;;;;;;23.98;14.63;;;98.80973476;98.04828847;98.76798743;97.89436648;
1/6/2001;104.6171;116.3;-104.2626967;144.1402038;248.4029005;;36.4127;;;;;;;23.63;14.56;;;98.76486761;97.85264139;98.60527826;97.69170909;
1/7/2001;99.7508;116.9;-168.972612;98.37862576;267.3512377;;40.379;;;;;;;23.44;14.51;;;98.36294798;97.45754124;98.65246563;97.20273907;
1/8/2001;102.928;117.7;-142.9878438;106.9751058;249.9629495;;43.476;;;;;;;23.47;14.48;;;97.88358875;97.43125263;98.4969468;97.20382626;
1/9/2001;101.8193;118.6;-110.6015549;96.79914964;207.4007046;;40.8674;;;;;;;23.45;14.39;;;98.01872332;97.41597741;97.97571376;97.29615128;
1/10/2001;109.296;118.8;-115.4610359;102.3629055;217.8239414;;47.8186;;;;;;;23.27;14.3;;;98.08742144;97.35420595;97.44445646;97.33482901;
1/11/2001;107.967;119.4;-123.7912854;120.8369576;244.628243;;43.9864;;;;;;;23.42;14.38;;;98.17539288;97.56330699;98.40703206;97.38300182;
1/12/2001;113.607;119.8;-136.3411971;108.6752843;245.0164814;1200.071124;46.2029;;;47140.78698;42189.25578;33089.29776;9099.958027;23.18;14.27;;16.6;97.95497583;97.49464838;98.76116095;97.22469932;
1/1/2002;102.3209;120.2;-149.6410052;94.98568659;244.6266918;1171.488389;46.5933;388;;47399.64921;42270.62013;33007.7761;9262.844029;23.13;14.42;;16.2;98.40457317;97.98051761;100.0743832;97.26169257;
1/2/2002;104.4319;121.5;-103.9626391;111.09054;215.0531791;1194.543796;45.3492;58.4;;47355.34257;42544.85475;33057.9409;9486.913851;23.08;14.32;;16.3;98.34847446;97.86595619;100.3387532;97.01922573;
1/3/2002;106.095;122.2;-118.6625416;106.5764765;225.2390181;1234.105236;46.8422;438.4;;48119.87148;42927.81596;33234.08679;9693.729171;23.11;14.34;;16.9;98.82460962;98.46621648;100.8347756;97.65452995;
1/4/2002;105.9676;123.1;-142.2475844;120.3265978;262.5741821;1317.461702;57.7145;-249.3;;48282.53732;42985.76773;33376.789;9608.978727;23.08;14.32;;17.8;99.13943204;98.81644206;101.2207827;97.99264401;
1/5/2002;111.1092;123.7;-127.5012264;123.5188621;251.0200884;1309.076041;61.249;789.9;;48250.79099;42658.40694;33039.04688;9619.360058;22.89;14.28;;18.5;99.14486393;99.02890365;101.0778246;98.32519151;
1/6/2002;108.8851;125.1;-110.2696551;123.6400349;233.9096901;1344.135416;50.8109;-545;;48312.50641;42336.0798;33116.24079;9219.839011;22.92;14.17;;18.3;98.57098116;98.68554768;100.6642994;98.00564788;
1/7/2002;109.4829;126.1;-144.6603363;106.586584;251.2469203;1333.0964;58.1346;241.6;;49140.78374;42822.98193;33479.78645;9343.19548;22.81;13.83;;16;98.37584996;98.83777254;101.0094379;98.09253545;
1/8/2002;111.6277;126.9;-147.4769073;111.1215865;258.5984938;1303.188699;57.0848;-160.5;;49534.77752;43194.91148;33681.72996;9513.181521;22.63;13.62;;15.8;98.55775466;98.87433035;101.2060074;98.07503385;
1/9/2002;111.4889;127.1;-117.1343824;111.4163423;228.5507248;1279.884921;52.4389;-73.7;;49931.6396;43775.04013;34204.29904;9570.741087;22.43;13.29;;14.4;99.10204549;98.92121557;101.2582977;98.12008921;
1/10/2002;117.9075;127.8;-173.6689715;96.52768391;270.1966554;1245.501158;56.7077;-283;;50308.14228;44301.07393;34562.18463;9738.8893;22.07;12.97;;13;99.2565472;99.06287547;101.6557081;98.17557282;
1/11/2002;117.5262;128.6;-180.5381453;93.61327587;274.1514212;1240.568913;51.8579;-288;;50661.9774;44837.60424;34836.85003;10000.75422;22.09;12.82;;12.9;99.05180397;99.32235492;102.1069322;98.37060199;
1/12/2002;122.7176;129.5;-137.4795419;125.1726854;262.6522273;1349.623314;62.1034;-147.3;;51195.93994;45155.45462;35145.15391;10010.30071;22.06;12.56;;13.5;98.61375883;99.18435579;101.9838517;98.22762294;
1/1/2003;109.1371;130.6;-138.006445;113.1778538;251.1842988;1302.437925;51.7028;420.6;59.95622311;51817.81776;45323.64301;35071.9128;10251.73021;21.82;12.44;;15.6;98.68107469;99.64618427;101.4483717;99.02863095;
1/2/2003;111.9761;132.3;-99.44917742;120.1248303;219.5740077;1279.325986;55.2065;229.2;60.00567891;52735.86708;45788.79122;35317.51999;10471.27123;21.4;12.21;;14;98.62666837;99.31806107;100.8438166;98.79428664;
1/3/2003;118.3521;132.8;-145.297351;135.4461873;280.7435383;1285.763809;59.0422;180.4;59.8843365;53448.8441;46566.4618;35885.74279;10680.71902;21.26;11.85;;14;99.25167222;99.78432091;100.5187467;99.53085229;
1/4/2003;108.2713;133.5;-127.8666706;97.7524121;225.6190827;1260.310839;62.7343;764.7;60.54839218;53700.48707;47008.552;36297.71856;10710.83344;21.15;11.64;;14.7;98.91990101;99.92546403;100.4717661;99.73668247;
1/5/2003;116.4152;133.7;-160.2551864;125.6976988;285.9528853;1233.977596;66.4262;-78;61.31651585;53803.68718;47210.57855;36432.0718;10778.50675;21.02;11.49;;11.7;98.89770442;100.9369983;100.5584159;101.0686362;
1/6/2003;116.6213;134.1;-134.7242376;124.393339;259.1175766;1285.299986;62.4504;60.9;61.04191231;54077.03101;47538.8017;36669.20266;10869.59904;20.65;11.42;;14.4;99.11120443;101.1269313;100.7204144;101.2683081;
1/7/2003;114.9263;134.6;-168.8032544;113.7907335;282.5939879;1266.000576;68.626;-163.3;61.44272837;54639.54654;48027.69833;36901.39578;11126.30255;20.62;11.27;;11.7;99.30765201;100.9189041;100.6075628;101.0271127;
1/8/2003;115.5748;135.8;-152.4143887;111.3958388;263.8102274;1231.211711;71.417;106.2;61.03736704;55243.98846;48699.38177;37357.3521;11342.02967;20.55;11.21;;12.4;99.20273147;100.3485306;100.3083682;100.362464;
1/9/2003;118.2305;136.4;-199.6677803;84.96679023;284.6345706;1237.352404;77.232;577.2;62.04369368;55728.57146;49180.53135;37423.52807;11757.00328;20.47;11.09;;11.7;99.54164199;100.8141678;100.1297357;101.0526433;
1/10/2003;126.5874;137;-186.2276734;99.83323005;286.0609034;1218.521111;80.9125;72.7;62.32330212;55981.42314;49678.25359;37923.52164;11754.73195;20.43;11.15;;13.2;99.39398459;101.1576776;99.76412278;101.6455427;
1/11/2003;122.4429;137.9;-201.6051373;89.27189019;290.8770275;1204.576978;67.6022;-425.7;62.88221214;57337.60383;51187.33889;38797.92146;12389.41743;20.05;10.84;;15.3;98.87008922;100.8935726;99.80892512;101.2725119;
1/12/2003;132.5305;138.3;-177.3737427;123.2491405;300.6228832;1282.477777;78.9899;-2574.1;66.07591198;60117.53398;54031.60323;41038.16013;12993.4431;20.24;11.21;;15.2;98.81165263;101.6152218;100.4751642;102.0136465;
1/1/2004;115.0155;139.6;-169.4532787;112.0843211;281.5375998;1225.485056;61.2017;446.5;61.46801917;60887.671;54468.8571;41065.24319;13403.61391;20.24;11.24;;13.2;98.64693429;102.0108612;100.162787;102.6396111;
1/2/2004;120.481;141.2;-149.7965273;140.5092299;290.3057572;1282.303179;68.6207;-25.8;61.50249789;61647.24765;55252.15806;41408.35113;13843.80692;20.12;11.29;;14.16;98.4969328;101.6852961;100.0457811;102.2423365;
1/3/2004;132.3363;141.7;-200.2127812;147.6500979;347.8628791;1341.45423;86.0858;165.7;62.16279037;63044.78058;56106.37128;41890.75584;14215.61544;20;11.25;;14.5;99.22439219;102.0090853;100.5714742;102.4968559;
1/4/2004;118.2144;143.2;-180.9942782;130.710311;311.7045892;1362.964505;79.4737;1515.4;61.84396567;63656.41598;56717.83909;42226.84414;14490.99494;20.17;11.22;;14.9;98.9622386;101.5242927;100.7309887;101.792317;
1/5/2004;128.5911;144.3;-155.3336148;145.9858507;301.3194655;1375.496512;86.9796;-113.3;62.01369782;64269.36235;57479.78198;42525.07954;14954.70244;19.98;11.17;;13.3;99.19350781;101.2574447;101.1258141;101.3017233;
1/6/2004;130.5475;145.2;-173.7930588;148.6405901;322.4336489;1458.159617;92.9974;251.4;62.86116843;65678.7559;58009.8347;42841.70241;15168.13229;19.94;11.15;;14.1;99.27282986;101.6119292;101.3517361;101.6995281;
1/7/2004;123.0381;147.1;-177.4631028;145.5108679;322.9739708;1473.210748;89.5408;127.3;63.20816862;66994.01193;58443.20325;42933.18839;15510.01487;19.82;11.05;;13.2;98.22277903;100.9437804;101.0671449;100.9023522;
1/8/2004;124.6489;147.6;-228.7001009;124.3193534;353.0194543;1511.325159;97.3145;182.8;63.87766633;68126.58354;59154.47956;43298.54486;15855.9347;19.68;11.01;;13.1;98.41959964;101.2710061;101.4729844;101.2032129;
1/9/2004;123.8977;147.8;-207.9216948;99.79304518;307.71474;1529.839874;102.3641;548;64.03045932;69048.23727;59734.48843;43342.15004;16392.33839;19.72;11;;14.5;98.92912797;101.9966516;102.2306238;101.9181355;
1/10/2004;130.782;149.1;-177.5210407;120.8216667;298.3427075;1531.51046;91.5508;290.6;64.87544935;70259.6732;60793.42137;43925.64072;16867.78064;19.71815351;10.85;;14.1;98.98831936;102.508288;102.7067034;102.441688;
1/11/2004;135.8854;150.4;-269.9184021;98.32517216;368.2435743;1623.62795;104.4922;166.3;66.2399227;71280.85776;61572.10693;44400.75816;17171.34877;19.67380054;10.94505865;;15.4;98.46718742;102.880205;102.9039299;102.8722324;
1/12/2004;146.7082;151;-277.0506198;134.6882456;411.7388655;1800.704261;113.1792;-966.6;68.10544486;73034.53527;62052.73335;44440.82343;17611.90992;19.45;10.96;;17.1;97.98001532;103.2392513;103.0827905;103.2918899;
1/1/2005;128.8818;152.2;-222.9784172;141.8821943;364.8606115;1800.11965;117.8521;304.1;61.55101158;75603.61914;61841.89498;45594.9301;16246.96488;19.36;10.98;;15.6;97.77863097;103.3449264;103.9614057;103.1523107;
1/2/2005;129.077;154;-171.8957402;154.3801581;326.2758983;1855.412377;107.3321;-96.1;62.14091787;77147.73166;62799.29439;46403.4258;16395.86859;19.333;10.94;;15.3;97.55778507;103.0649403;103.7765155;102.8427488;
1/3/2005;133.7933;155.2;-207.2163869;192.0035955;399.2199824;1899.409507;132.3625;-177.9;61.45686544;77866.89116;63034.66028;46542.79477;16491.86551;19.06;10.94;;16.2;97.76888943;103.3124228;103.9987124;103.0980902;
1/4/2005;133.7965;156.6;-219.4297069;183.6755003;403.1052072;1933.789959;127.2801;1397.9;62.32014862;79379.44503;63689.79742;47154.96036;16534.83706;18.94;10.96;;15.7;97.75436209;102.9874632;103.9252467;102.6950575;
1/5/2005;133.4967;157.2;-220.2599921;188.8370387;409.0970308;1938.448774;144.1047;547.6;61.39122138;79684.7584;64194.40537;47423.34312;16771.06225;19.05;10.96;7;15;97.48804151;102.8253741;104.2910027;102.3699105;
1/6/2005;136.1041;158.3;-233.911912;173.2310635;407.1429755;1978.546412;129.6709;-366.4;61.50693914;81059.51923;64743.63018;47746.81927;16996.81092;19.07;10.95;7;15.3;96.91179808;101.7163957;103.7704401;101.0805225;
1/7/2005;132.3046;159.7;-275.6226225;142.0561386;417.6787611;1996.786854;137.0876;159.3;61.42110708;82518.26168;65777.81457;48253.04127;17524.77331;18.8;10.9;7;14.9;96.55790084;101.1857421;103.5458655;100.4565883;
1/8/2005;136.087;161;-288.4049942;116.6820666;405.0870608;1958.288812;163.8615;26.8;61.72381538;83520.10616;66670.5585;49108.30855;17562.24995;18.49;10.89;7;14.8;96.26840577;101.1266683;103.0555965;100.5290958;
1/9/2005;138.0176;161.6;-276.5759564;137.0258985;413.6018549;1998.917772;155.992;510.4;61.43699492;84951.62461;67888.51735;49933.44951;17955.06784;18.48;10.84;7;14.8;97.13445009;101.5676414;103.0135341;101.1183058;
1/10/2005;142.0613;161.7;-304.1136722;128.7172509;432.8309231;2046.096741;151.3459;412.1;61.83609037;86299.54746;69199.66151;50767.65722;18432.00429;18.39;10.83;7;13.7;97.32121996;101.6545981;104.1038008;100.8982977;
1/11/2005;141.104;162;-267.3126992;131.9064399;399.2191391;2084.472929;165.7321;-94;55.97698493;88142.02838;71027.15899;51950.5283;19076.63069;18.64;10.81;7;13.1;96.41175803;100.8852083;103.8796032;99.96386438;
1/12/2005;153.1155;162.7;-335.6378567;138.7859906;474.4238473;2162.798525;186.295;-662.9;56.76710202;89689.79003;71746.3478;51465.76758;20280.58022;18.36;10.77;7;13.1;95.60830473;100.4492027;103.5159891;99.50609741;
1/1/2006;139.3228;163.3;-243.7062243;174.2962606;418.0024849;2206.326266;153.2266;358;51.79930837;91347.58038;73528.73946;52045.17175;21483.56771;18.39;10.72;7;12.8;95.9830632;101.1154882;103.4174228;100.3290099;
1/2/2006;138.6567;164.4431;-186.5272473;179.3510097;365.8782569;2270.213187;162.9607;341.5;50.78866845;93380.23203;74776.78508;52841.80705;21934.97803;18.42;10.65;7;13;95.5081182;100.5910804;103.0190657;99.76228606;
